"","MSSubClass.30","MSSubClass.40","MSSubClass.45","MSSubClass.50","MSSubClass.60","MSSubClass.70","MSSubClass.75","MSSubClass.80","MSSubClass.85","MSSubClass.90","MSSubClass.120","MSSubClass.150","MSSubClass.160","MSSubClass.180","MSSubClass.190","MSZoning.FV","MSZoning.RH","MSZoning.RL","MSZoning.RM","LotFrontage","LotArea","Street.Pave","Alley.NoAlley","Alley.Pave","LotShape.IR2","LotShape.IR3","LotShape.Reg","LandContour.HLS","LandContour.Low","LandContour.Lvl","Utilities.NoSeWa","LotConfig.CulDSac","LotConfig.FR2","LotConfig.FR3","LotConfig.Inside","LandSlope.Mod","LandSlope.Sev","Neighborhood.Blueste","Neighborhood.BrDale","Neighborhood.BrkSide","Neighborhood.ClearCr","Neighborhood.CollgCr","Neighborhood.Crawfor","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.IDOTRR","Neighborhood.MeadowV","Neighborhood.Mitchel","Neighborhood.NAmes","Neighborhood.NoRidge","Neighborhood.NPkVill","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.SawyerW","Neighborhood.Somerst","Neighborhood.StoneBr","Neighborhood.SWISU","Neighborhood.Timber","Neighborhood.Veenker","Condition1.Feedr","Condition1.Norm","Condition1.PosA","Condition1.PosN","Condition1.RRAe","Condition1.RRAn","Condition1.RRNe","Condition1.RRNn","Condition2.Feedr","Condition2.Norm","Condition2.PosA","Condition2.PosN","Condition2.RRAe","Condition2.RRAn","Condition2.RRNn","BldgType.2fmCon","BldgType.Duplex","BldgType.Twnhs","BldgType.TwnhsE","HouseStyle.1.5Unf","HouseStyle.1Story","HouseStyle.2.5Fin","HouseStyle.2.5Unf","HouseStyle.2Story","HouseStyle.SFoyer","HouseStyle.SLvl","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle.Gable","RoofStyle.Gambrel","RoofStyle.Hip","RoofStyle.Mansard","RoofStyle.Shed","RoofMatl.Membran","RoofMatl.Metal","RoofMatl.Roll","RoofMatl.Tar.Grv","RoofMatl.WdShake","RoofMatl.WdShngl","Exterior1st.AsphShn","Exterior1st.BrkComm","Exterior1st.BrkFace","Exterior1st.CBlock","Exterior1st.CemntBd","Exterior1st.HdBoard","Exterior1st.ImStucc","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.Stone","Exterior1st.Stucco","Exterior1st.VinylSd","Exterior1st.Wd.Sdng","Exterior1st.WdShing","Exterior2nd.AsphShn","Exterior2nd.Brk.Cmn","Exterior2nd.BrkFace","Exterior2nd.CBlock","Exterior2nd.CmentBd","Exterior2nd.HdBoard","Exterior2nd.ImStucc","Exterior2nd.MetalSd","Exterior2nd.Other","Exterior2nd.Plywood","Exterior2nd.Stone","Exterior2nd.Stucco","Exterior2nd.VinylSd","Exterior2nd.Wd.Sdng","Exterior2nd.Wd.Shng","MasVnrType.BrkFace","MasVnrType.None","MasVnrType.Stone","MasVnrArea","ExterQual.Fa","ExterQual.Gd","ExterQual.TA","ExterCond.Fa","ExterCond.Gd","ExterCond.Po","ExterCond.TA","Foundation.CBlock","Foundation.PConc","Foundation.Slab","Foundation.Stone","Foundation.Wood","BsmtQual.Fa","BsmtQual.Gd","BsmtQual.NoBasement","BsmtQual.TA","BsmtCond.Gd","BsmtCond.NoBasement","BsmtCond.Po","BsmtCond.TA","BsmtExposure.Gd","BsmtExposure.Mn","BsmtExposure.No","BsmtExposure.NoBasement","BsmtFinType1.BLQ","BsmtFinType1.GLQ","BsmtFinType1.LwQ","BsmtFinType1.NoBasement","BsmtFinType1.Rec","BsmtFinType1.Unf","BsmtFinSF1","BsmtFinType2.BLQ","BsmtFinType2.GLQ","BsmtFinType2.LwQ","BsmtFinType2.NoBasement","BsmtFinType2.Rec","BsmtFinType2.Unf","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating.GasA","Heating.GasW","Heating.Grav","Heating.OthW","Heating.Wall","HeatingQC.Fa","HeatingQC.Gd","HeatingQC.Po","HeatingQC.TA","CentralAir.Y","Electrical.FuseF","Electrical.FuseP","Electrical.Mix","Electrical.SBrkr","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual.Fa","KitchenQual.Gd","KitchenQual.TA","TotRmsAbvGrd","Functional.Maj2","Functional.Min1","Functional.Min2","Functional.Mod","Functional.Sev","Functional.Typ","Functional.None","Fireplaces","FireplaceQu.Fa","FireplaceQu.Gd","FireplaceQu.NoFireplace","FireplaceQu.Po","FireplaceQu.TA","GarageType.Attchd","GarageType.Basment","GarageType.BuiltIn","GarageType.CarPort","GarageType.Detchd","GarageType.NoGarage","GarageYrBlt","GarageFinish.NoGarage","GarageFinish.RFn","GarageFinish.Unf","GarageCars","GarageArea","GarageQual.Fa","GarageQual.Gd","GarageQual.NoGarage","GarageQual.Po","GarageQual.TA","GarageCond.Fa","GarageCond.Gd","GarageCond.NoGarage","GarageCond.Po","GarageCond.TA","PavedDrive.P","PavedDrive.Y","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC.Fa","PoolQC.Gd","PoolQC.NoPool","Fence.GdWo","Fence.MnPrv","Fence.MnWw","Fence.NoFence","MiscFeature.None","MiscFeature.Othr","MiscFeature.Shed","MiscFeature.TenC","MiscVal","MoSold","YrSold","SaleType.Con","SaleType.ConLD","SaleType.ConLI","SaleType.ConLw","SaleType.CWD","SaleType.New","SaleType.Oth","SaleType.WD","SaleCondition.AdjLand","SaleCondition.Alloca","SaleCondition.Family","SaleCondition.Normal","SaleCondition.Partial"
"635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.11087386417331,9.29624280097689,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,7,1914,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.54907608489522,0,0,1,0,0,0,0,7.07749805356923,1440,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.27309259599952,7.27309259599952,6.24610676548156,8.13035354743124,0,0,2,0,8,1.09861228866811,1,0,0,14,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1979,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.70953020131233,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,2007,0,0,0,0,0,0,0,1,0,0,0,0,0
"636",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.95124371858143,8.71948076085107,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,1936,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.57972982598622,264,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6.68586094706836,0,0,6.68586094706836,0,0,1,0,1,0.693147180559945,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1979,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2009,0,0,0,1,0,0,0,0,0,0,0,1,0
"637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.93182563272433,8.69968140098951,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,1954,1954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.69950034016168,811,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6.69950034016168,6.3578422665081,0,7.23561914106675,0,0,2,0,3,1.09861228866811,0,1,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1954,0,0,1,1,256,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,11,2009,0,0,0,0,0,0,0,1,0,0,0,1,0
"638",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.21950770517611,9.08000387024818,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,7,1910,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.68085467879022,796,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6.68085467879022,0,0,6.68085467879022,0,0,1,0,2,0.693147180559945,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1979,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5.79605775076537,0,5.10594547390058,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,5,2008,0,0,0,0,0,0,0,1,0,0,0,1,0
"639",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.98898404656427,8.28979058318164,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,5,2006,2006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.05185562295589,0,1,0,0,0,0,0,5.90536184805457,1520,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7.35755620091035,0,0,7.35755620091035,1,0,2,0,1,0.693147180559945,0,0,0,7,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2006,0,0,0,3,648,0,0,0,0,1,0,0,0,0,1,0,1,5.74620319054015,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,10,2006,0,0,0,0,0,1,0,0,0,0,0,0,1
"640",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.14313472639153,9.44762348684411,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,5,2003,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6.15909538849193,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,7.10578612948127,0,1,0,0,0,0,0,5.70711026474888,1518,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7.32580750259577,0,0,7.32580750259577,0,0,1,1,1,0.693147180559945,0,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2003,0,1,0,2,588,0,0,0,0,1,0,0,0,0,1,0,1,5.2257466737132,4.94875989037817,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,4,2008,0,0,0,0,0,0,0,1,0,0,0,1,0
"641",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.29728540621879,8.86092472971904,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,2001,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6.6052979209482,0,1,0,0,0,0,0,5.76832099579377,1057,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6.96413561241824,6.7719355558396,0,7.56527528189893,1,0,2,1,3,0.693147180559945,0,1,0,7,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2001,0,0,0,2,650,0,0,0,0,1,0,0,0,0,1,0,1,0,5.46383180502561,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5,2007,0,0,0,0,0,0,0,1,0,0,0,1,0
"642",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.33073334028633,9.53683442021335,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,7,1972,1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,7.25205395185281,0,1,0,0,0,0,0,6.29710931993394,1952,1,0,0,0,0,0,1,0,0,1,0,0,0,1,7.60140233458373,6.55819780281227,0,7.90285719128058,1,0,2,1,4,0.693147180559945,0,0,0,9,0,0,0,0,0,1,0,3,0,0,0,0,1,1,0,0,0,0,0,1972,0,0,0,2,538,0,0,0,0,1,0,0,0,0,1,0,1,5.59842195899838,4.71849887129509,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,7,2009,0,0,0,0,0,0,0,1,0,0,0,1,0
"643",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.39444915467244,9.28674570317859,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,1969,1969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.57594910314632,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6.20253551718792,0,0,0,0,1,0,5.66296048013595,0,780,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6.66057514983969,6.73459165997295,0,7.39079852173568,0,0,2,1,4,0.693147180559945,0,0,1,7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1969,0,0,0,2,462,0,0,0,0,1,0,0,0,0,1,0,1,5.34233425196481,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,2007,0,0,0,0,0,0,0,1,0,0,0,1,0
"644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.45434729625351,9.12565356380899,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,5,2009,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5.09375020080676,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,7.02286808608264,0,1,0,0,0,0,0,6.4707995037826,1766,1,0,0,0,0,0,0,0,0,1,0,0,0,1,7.4770384723197,0,0,7.4770384723197,1,0,2,1,2,0.693147180559945,0,0,0,7,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,2009,0,0,0,3,478,0,0,0,0,1,0,0,0,0,1,0,1,5.27811465923052,4.87519732320115,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,10,2009,0,0,0,0,0,1,0,0,0,0,0,0,1
"645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.30406509320417,9.2620785673806,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1971,1971,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5.64544689764324,0,0,0,0,0,0,3.58351893845611,6.49978704065585,981,1,0,0,0,0,0,0,0,1,1,0,0,0,1,6.88959130835447,0,0,6.88959130835447,1,0,1,1,3,0.693147180559945,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1979,0,0,1,2,576,0,0,0,0,1,0,0,0,0,1,0,1,0,5.74620319054015,3.71357206670431,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3,2007,0,0,0,0,0,0,0,1,0,0,0,1,0
"646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.11087386417331,8.88197518424887,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1950,1950,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,6.9555926083963,0,0,6.9555926083963,0,0,1,0,3,0.693147180559945,0,0,1,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1950,0,0,1,2,420,0,0,0,0,1,0,0,0,0,1,0,1,0,3.3322045101752,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,7,2008,0,0,0,0,0,0,0,1,0,0,0,1,0
"647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.45434729625351,9.25464429753271,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1953,1953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.37989735354046,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6.21660610108486,0,0,0,0,1,0,0,6.38856140554563,1094,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6.9985096422506,0,0,6.9985096422506,0,0,1,0,3,0.693147180559945,0,0,1,5,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,1953,0,1,0,2,495,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5.66296048013595,0,0,0,1,0,0,0,1,1,0,0,0,0,6,2008,0,0,0,0,0,0,0,1,0,0,0,1,0
"648",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.26267987704132,8.94910546953925,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,5,1966,1966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.8636311755981,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.62936325343745,756,1,0,0,0,0,0,0,0,1,1,0,0,0,1,6.95844839329766,6.67076632084587,0,7.51752085060303,0,0,1,1,4,0.693147180559945,0,0,1,7,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1966,0,0,1,2,442,0,0,0,0,1,0,0,0,0,1,0,1,0,4.8283137373023,5.37989735354046,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,6,2010,0,0,0,0,0,0,0,1,0,0,0,1,0
"649",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.09104245335832,7.568895663407,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,6,1970,1970,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4.88280192258637,1,0,0,0,0,0,6.21460809842219,0,630,1,0,0,0,0,0,1,0,0,1,0,0,0,1,6.44730586254121,0,0,6.44730586254121,1,0,1,0,1,0.693147180559945,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1979,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,12,2007,0,0,0,0,0,0,0,1,0,0,0,1,0
"650",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.18965474202643,9.00282407654767,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,6,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.70196036600254,813,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6.71295620067707,6.73815249459596,0,7.41818082272679,0,0,2,1,3,0.693147180559945,0,1,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2007,0,1,0,2,562,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,5,2008,0,0,0,0,0,0,0,1,0,0,0,1,0
"651",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.11087386417331,9.11437998083027,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,1940,1950,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.62804137617953,755,1,0,0,0,0,0,0,0,1,1,0,0,0,1,6.62804137617953,6.62804137617953,0,7.32052696227274,1,0,1,0,4,0.693147180559945,0,0,1,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1940,0,0,1,1,296,1,0,0,0,0,0,0,0,1,0,1,0,4.79579054559674,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,10,2009,0,0,0,0,0,0,0,1,0,0,0,1,0
"652",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.26267987704132,9.07692325853583,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,1996,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6.78105762593618,880,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6.8134445995109,6.69456205852109,0,7.44833386089748,0,0,2,1,2,0.693147180559945,0,1,0,7,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1996,0,1,0,2,512,0,0,0,0,1,0,0,0,0,1,0,1,0,4.79579054559674,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,7,2009,0,0,0,0,0,0,0,1,0,0,0,1,0
